WATERBODY_IDENTIFIER,GAZETTED_NAME,Requested Location (Alias),AREA_HA,PERIMETER_M,ELEVATION_M,LONGITUDE,LATITUDE,DD5,MAP,DD5_01,DD5_02,DD5_03,DD5_04,DD5_05,DD5_06,DD5_07,DD5_08,DD5_09,DD5_10,DD5_11,DD5_12,CountOfSPECIES_NAME,Fishery Objective,Region,assessed_wbid,ID
00460COMX,WOLF LAKE,WOLF,145.6045859,10697.1768,191,-125.1726009,49.76021975,1704,1849,9,16,35,82,185,270,354,354,239,121,28,11,7,Unknown,1,,152
00490NIMP,WOLFE LAKE,WOLFE,42.85094858,4927.4183,222,-126.887658,50.2161489,1603,3965,14,17,33,72,166,233,317,330,242,131,35,14,3,Unknown,1,,153
00273COMX,WOWO LAKE,WOWO,38.55954584,2990.148,605,-125.3800468,49.85733868,1287,1875,5,7,15,40,121,207,290,297,198,85,16,6,2,Quality,1,,154
00607SQAM,ALICE LAKE,ALICE,12.5746888,1511.1419,190,-123.1211751,49.77869124,1762,2399,8,15,34,88,194,273,358,362,259,132,29,8,6,Family,2,,155
00456LFRA,ALOUETTE LAKE,ALOUETTE,1625.256971,39833.8479,126,-122.4036661,49.34078572,1955,2965,13,24,49,106,212,290,375,381,282,161,46,16,21,Family,2,,156
00241SQAM,ALPHA LAKE,ALPHA,13.72453102,2872.4193,632,-123.0045623,50.09213316,1422,1563,2,5,14,45,141,236,327,329,225,85,12,2,3,Family,2,,157
00819LILL,ALTA LAKE,ALTA,97.33990254,5362.9082,641,-122.9811564,50.11431014,1415,1429,2,5,13,44,140,236,326,328,223,85,11,2,10,Trophy,2,,158
00768SETN,BLACKWATER LAKE,BLACKWATER(LAKE #7001),15.14409125,1657.7535,724,-122.5849444,50.5611581,1462,725,1,2,13,53,159,260,343,338,210,76,7,1,1,Regional,2,,159
00563SQAM,BROHM LAKE,BROHM,12.24589453,2500.8672,274,-123.13527,49.82105375,1691,2422,6,12,29,78,183,266,353,358,253,122,24,6,6,Regional,2,,160
00688SQAM,BROWNING LAKE,BROWNING(PHANTOM),2.55848336,718.4754,131,-123.2069473,49.64415166,1885,2079,12,23,45,102,207,283,366,371,270,150,42,14,3,Family,2,,161
00943SQAM,BUNTZEN LAKE,BUNTZEN(MCCOMBE),172.5951131,13468.027,127,-122.8567294,49.35261236,2004,2780,16,28,54,112,216,293,378,384,288,166,51,19,15,Urban,2,,162
00588SQAM,CAT LAKE,CAT,6.39003072,1181.1425,317,-123.1089787,49.79866161,1645,2522,6,11,26,74,176,259,347,352,248,117,23,6,2,Regional,2,,163
00744LFRA,COMO LAKE,COMO(WELCOME),4.24410118,844.1268,148,-122.8582062,49.26005517,2007,1764,16,29,55,112,217,293,376,382,289,167,51,20,8,Urban,2,,164
01088JERV,CROWSTON LAKE,CROWSTON,4.52827801,943.0227,315,-123.8333618,49.51482334,1669,1593,11,18,34,77,177,253,339,342,245,127,33,13,1,Regional,2,,165
00240HARR,DEER LAKE,DEER,52.87272068,3305.8427,196,-121.6738351,49.36706561,1933,1994,8,18,43,107,213,293,383,387,284,148,38,10,6,Regional,2,,166
00614SQAM,EDITH LAKE,EDITH,2.62921969,738.9374,287,-123.1070698,49.77562636,1667,2406,6,12,27,76,180,261,348,353,250,121,24,7,4,Regional,2,,167
00319HARR,ELBOW LAKE,ELBOW,19.52350628,2901.4092,175,-121.9635401,49.2767537,1983,2009,12,23,48,112,223,297,381,386,288,158,42,14,3,Regional,2,,168
00371HARR,LAKE ERROCK,ERROCK(SQUAWKUM LAKE),21.81303058,2897.9428,20,-122.0115848,49.22641323,2186,1826,16,33,66,138,247,320,402,402,308,180,56,19,14,Regional,2,,169
00257HARR,FRANCIS LAKE,FRANCIS,3.99409804,886.5182,389,-121.8506275,49.34410601,1673,2050,7,12,28,78,180,258,345,352,253,126,27,8,2,Regional,2,,170
00271HARR,GRACE LAKE,GRACE,4.55656021,932.8948,101,-121.8632648,49.33270922,2090,1861,13,25,54,126,236,310,396,399,300,169,47,15,2,Regional,2,,172
00252HARR,HICKS LAKE,HICKS,125.2702131,5932.7599,212,-121.7004057,49.34157605,1899,1930,8,18,40,103,210,288,378,382,279,146,36,10,9,Regional,2,,174
00581JERV,HOTEL LAKE,HOTEL,23.6814648,3130.7999,53,-124.0448123,49.63984975,2031,1068,20,28,53,114,222,304,387,389,282,158,51,23,5,Regional,2,,175
00493LILL,IVEY LAKE,IVEY(HORSESHOE),6.90120154,1515.8001,412,-122.7583337,50.33903736,1645,1044,1,4,18,69,188,288,375,364,234,90,11,2,1,Trophy,2,,176
00649LFRA,LAFARGE LAKE,LAFARGE(PINETREE GRAVEL PIT),4.00335438,1259.7167,34,-122.7888888,49.28667197,2113,1822,17,33,64,124,235,308,389,394,299,175,56,20,6,Urban,2,,177
00254SQAM,,LOGGERS,3.00957831,722.3888,744,-123.036953,50.06340044,1304,1616,2,4,11,36,121,217,305,307,213,76,10,2,1,Regional,2,,178
00684LFRA,MIKE LAKE,MIKE,4.78194672,1029.829,245,-122.5398437,49.27436029,1825,2288,11,20,38,91,198,273,357,367,270,148,39,14,4,Regional,2,,179
01096LFRA,MILL LAKE,MILL(ABBOTSFORD),10.4199363,1565.3713,54,-122.311491,49.04492618,2057,1585,16,30,62,123,229,302,378,381,291,171,54,20,10,Urban,2,,180
00494LILL,MOSQUITO LAKE,MOSQUITO,4.33808582,939.3896,440,-122.7470479,50.33659071,1617,973,1,4,17,66,184,286,371,359,230,87,11,2,3,Regional,2,,181
00239SQAM,NITA LAKE,NITA,9.60486621,1373.6819,638,-122.9947776,50.09933885,1417,1534,2,5,13,44,140,236,326,328,224,85,12,2,2,Urban,2,,182
00956SQAM,RICE LAKE,RICE,2.86794036,2116.9402,202,-123.0128867,49.3567318,1936,2151,15,25,49,104,207,282,370,377,281,160,47,18,4,Urban,2,,183
00775LFRA,ROLLEY LAKE,ROLLEY,21.00387524,2375.9089,222,-122.386966,49.24513013,1864,2314,12,21,41,96,202,277,362,370,274,153,42,14,4,Family,2,,184
00982SQAM,SASAMAT LAKE,SASAMAT(DEER),46.07575722,3183.1344,42,-122.8895161,49.32084868,2136,1907,19,35,66,127,236,308,390,396,300,179,59,22,4,Family,2,,186
00600FRCN,SCHKAM LAKE,SCHKAM(LAKE OF THE WOODS),15.92086028,1727.1506,162,-121.447089,49.41092674,2005,1577,7,17,49,116,227,304,397,398,291,151,37,9,5,Family,2,,187
00687LILL,SHOWH LAKES,SHOWH NORTH(COUGAR LAKE),9.36351995,1262.5221,923,-122.9587023,50.20721521,1139,1438,1,3,8,25,93,189,278,281,191,61,7,1,2,Trophy,2,,188
00696LILL,SHOWH LAKES,SHOWH SOUTH,3.0957158,972.4249,929,-122.9615121,50.20381252,1133,1454,1,3,8,25,92,187,277,280,190,61,7,1,2,Trophy,2,,189
00331HARR,STACEY LAKE,STACEY,2.77238894,677.4399,781,-121.8737508,49.26629355,1251,2715,3,6,15,39,115,193,281,291,203,84,16,5,3,Regional,2,,190
00592SQAM,STUMP LAKE,STUMP,5.68635836,1433.2365,217,-123.1221355,49.78854912,1739,2432,7,14,32,85,190,271,356,361,258,129,28,8,5,Regional,2,,191
01107JERV,TROUT LAKE,TROUT(HALFMOON BAY),6.50972147,1298.1188,157,-123.8778068,49.50841135,1862,1347,15,23,48,96,200,280,362,367,267,147,41,18,3,Regional,2,,192
00338HARR,WAHLEACH LAKE,WAHLEACH(JONES),446.9127602,14075.1265,640,-121.6107967,49.23470364,1315,2323,4,6,15,44,125,208,297,302,210,84,16,5,9,Quality,2,,193
00329JERV,WAUGH LAKE,WAUGH(WORM),74.12983029,5404.459,46,-123.9437672,49.74330269,2077,1342,17,27,54,119,230,311,397,402,289,160,49,19,5,Regional,2,,194
00247HARR,WEAVER LAKE,WEAVER,78.05673301,8324.8622,261,-121.8775402,49.35247836,1849,2215,9,16,37,97,204,283,368,374,273,144,34,10,3,Regional,2,,195
00839LFRA,WHONNOCK LAKE,WHONNOCK,47.46699117,2794.4213,177,-122.4489667,49.21265793,1898,2024,13,23,45,101,205,281,366,373,277,156,44,15,9,Family,2,,196
00199HARR,WOOD LAKE,WOOD,4.92092796,1329.2689,164,-121.8547449,49.45910588,1988,1892,9,19,46,113,224,302,390,395,289,155,37,10,2,Regional,2,,197
00521LNIC,ABBOTT LAKE,ABBOTT(LAKE # 2065),12.18281023,1539.3588,1470,-121.002167,50.28727604,874,427,0,1,3,14,64,148,243,242,120,35,3,0,2,Quality,3,,198
01198BONP,ALKALI LAKES,ALKALI - 4 MILE(LAKE #5008),3.15926919,789.5816,903,-121.5500671,51.03949985,1412,412,0,1,8,44,152,263,354,338,189,58,4,0,2,Regional,3,,199
01212BONP,ALKALI LAKES,ALKALI - 6 MILE(LAKE #5010),8.35124687,1445.78,879,-121.5464153,51.023292,1446,403,0,1,9,46,158,270,360,344,194,60,5,0,2,Regional,3,,200
00086GUIC,,ALLEN MEADOWS(WINDY),11.18980858,1479.2732,1179,-120.9055773,50.56822712,1106,349,0,1,5,25,99,204,296,280,146,47,3,0,1,Regional,3,,201
00036STHM,,AMPHITHEATRE,11.75371504,1960.6798,1069,-119.8514151,50.79843224,1273,548,0,1,6,34,127,234,325,319,173,49,4,1,1,Quality,3,00036STHM,202
01600LNTH,ANDY LAKE,ANDY,14.72385166,2606.7329,1380,-120.032757,50.79253953,1016,591,0,1,3,19,87,188,272,271,135,37,3,0,1,Quality,3,,203
01579LNTH,,ARMOUR,5.12576104,991.8426,1235,-119.988822,50.80750922,1125,572,0,1,4,25,104,211,294,291,148,42,3,0,1,Regional,3,,204
00012STHM,AYLMER LAKE,AYLMER(STAR),80.09534793,6470.6027,810,-119.7156723,50.8481792,1539,499,1,2,10,54,170,283,375,364,208,65,7,1,2,No Objective,3,,205
00060DEAD,BARE LAKE,BARE(LAKE #15),225.1521294,7202.7111,1414,-120.5465175,51.18732519,806,546,0,0,2,13,67,157,218,213,100,31,2,0,2,Quality,3,,206
00509THOM,BARNES LAKE,BARNES(BOX 4),39.17880019,3955.7563,682,-121.2431007,50.70152488,1739,319,1,2,15,73,203,316,408,395,235,85,7,1,2,Regional,3,,207
00526THOM,BEATON LAKE,BEATON,9.32734361,1605.0279,650,-120.6362671,50.68525232,1794,302,1,2,16,82,212,325,414,401,243,89,8,1,1,Regional,3,,208
01314STHM,BEAUTIFUL LAKE,BEAUTIFUL(BEAR LAKE),12.24412691,1455.301,1088,-119.9537148,50.25761406,1145,512,0,1,7,29,107,206,294,290,152,53,5,1,1,Regional,3,,209
00562BONP,BEAVERDAM LAKE,BEAVERDAM,142.8938813,6871.2408,1115,-121.6227965,51.2754951,1055,410,0,1,4,25,100,200,283,266,133,41,3,0,2,Regional,3,,210
00907THOM,BIG O.K. LAKE,BIG O.K.(LAKE #2002),39.68903216,3779.9743,1503,-121.1213562,50.48053851,841,439,0,1,3,13,59,143,240,233,112,35,2,0,1,Trophy,3,00907THOM,211
00533GUIC,BILLY LAKE,BILLY(LAKE #2013),25.21316342,3576.8027,1448,-120.9070227,50.41026242,857,436,0,1,3,14,61,148,246,233,114,35,2,0,1,Regional,3,00533GUIC,212
00595LNTH,BIRCH LAKE,BIRCH(LAKE #27),233.163962,8494.789,1125,-120.5034285,51.45404124,1003,563,0,1,4,20,90,194,267,257,128,40,3,0,8,Regional,3,,213
00749STHM,,BLACK,19.38779624,2320.039,1163,-120.1290849,50.49168618,1115,459,0,1,5,27,102,206,290,285,148,46,4,0,2,Regional,3,,214
01081STHM,BLACKWELL LAKE,BLACKWELL,3.91276139,1152.3613,1378,-120.0655187,50.41650027,884,552,0,1,3,17,68,155,244,238,119,36,3,0,1,Unknown,3,,215
00708STHM,BLEEKER LAKE,BLEEKER(LAKE #30),42.17129876,5087.6075,1048,-120.1621221,50.501315,1225,448,0,1,7,33,119,228,312,303,164,53,4,0,1,Regional,3,,216
01422BONP,BLUE EARTH LAKE,BLUE EARTH LARGE,9.89389639,2088.8964,1390,-121.4938476,50.59480587,984,432,0,1,3,18,79,176,266,268,133,37,3,0,1,Regional,3,,217
01424BONP,,BLUE EARTH SMALL,3.53519306,939.1367,1392,-121.4813693,50.59167722,981,433,0,1,3,18,80,175,264,264,135,38,2,0,1,Regional,3,,218
00111NICL,,BLUE,16.8670554,1596.6225,1222,-120.2296692,50.25723508,1023,453,0,1,4,22,86,183,275,267,138,44,3,0,1,Trophy,3,,219
00360LNIC,BOB LAKE,BOB(LAKE #2051),33.55256824,2947.6453,1531,-120.5780779,50.3465558,792,494,0,1,2,11,54,137,228,220,105,31,2,0,1,Regional,3,,220
00756STHM,BOG LAKE,BOG,5.89256955,1014.458,1162,-120.1108623,50.48989236,1107,475,0,1,5,27,102,204,288,284,147,46,4,0,2,Regional,3,,221
00013DEAD,BOG LAKE,BOG(LAKE #5454),33.99301324,3268.8229,1230,-120.8367593,51.22098394,968,489,0,1,4,20,88,188,258,246,122,38,3,0,1,Regional,3,,222
01801NICL,BOOT LAKE,BOOT(LAKE #2200),28.97971134,3626.4457,1480,-120.3387419,49.93591032,861,695,0,1,3,14,59,145,238,239,125,34,3,0,1,Regional,3,,223
00197GUIC,,BOSE,20.63592574,2304.7353,1441,-120.9680309,50.51671035,856,425,0,1,3,13,60,154,246,230,111,35,2,0,1,Regional,3,,224
00546LNTH,,BOULDER(BOULDER;LAKE #758),6.74891929,1473.7215,1290,-120.3977048,51.47236834,893,575,0,0,3,15,70,174,252,227,116,33,2,0,1,Regional,3,,225
00933STHM,BULMAN LAKE,BULMAN(LAKE #46),28.34779671,3084.9876,1194,-120.1242994,50.45348747,1061,467,0,1,5,24,94,193,279,274,142,45,4,0,1,Quality,3,,226
00817BONP,,BURN(LAKE #5445),28.50842711,2767.9534,1157,-120.9625883,51.22983065,1033,471,0,1,4,23,98,200,273,260,131,40,3,0,1,Regional,3,,227
00945STHM,,BUTTERBALL,3.15157984,720.4211,1398,-120.0914299,50.45250528,894,533,0,1,3,17,68,157,246,243,120,36,3,0,1,Regional,3,,228
00920THOM,CALLING LAKE,CALLING(LAKE #2004),24.96586024,3247.0419,1564,-121.1003721,50.45997722,782,473,0,1,2,11,52,131,227,219,104,33,2,0,1,Quality,3,,229
01907MAHD,,CAMERON(LAKE #764),6.36127456,1040.7575,1123,-120.374466,51.70817226,1016,615,0,1,4,22,94,196,272,259,128,37,3,0,3,Regional,3,,230
00440STHM,CAMPBELL LAKE,CAMPBELL(LAKE #54),123.1983367,8660.3328,1050,-120.0943311,50.55617372,1251,442,0,1,6,35,125,229,318,312,167,51,4,1,3,Regional,3,,231
00331SETN,CAROL LAKE,CAROL(POISON),8.85321339,1380.4978,923,-122.4687488,50.85961869,1306,630,1,1,9,39,129,236,322,313,185,65,5,1,1,Regional,3,,232
01037LNIC,CHICKEN RANCH LAKE,CHICKEN RANCH,7.15238113,1064.9744,1127,-120.6605519,49.99702166,1065,522,1,1,5,25,91,186,274,274,153,49,4,1,4,Regional,3,,233
00324DEAD,,CLEAR,0.49976611,275.0816,1086,-120.8304655,51.12886451,1106,445,0,1,5,27,109,214,284,276,143,44,3,0,1,Regional,3,,234
00542LNTH,,CLUB(LAKE #770),10.67970649,1931.0992,1294,-120.4040911,51.47305255,886,580,0,0,3,15,70,173,250,225,115,33,2,0,1,Regional,3,,235
01883MAHD,COLDSCAUR LAKE,COLDSCAUR(LAKE #1644),61.90975932,6283.313,1113,-120.3849509,51.71560515,1017,619,0,1,4,22,95,196,271,259,128,37,3,0,1,Regional,3,,236
01474LNTH,COMMUNITY LAKE,COMMUNITY(LAKE #65),35.96041201,4366.1858,1370,-120.0726428,50.93045,1018,654,0,1,3,19,90,194,270,270,131,37,3,0,2,Quality,3,,237
00316GUIC,,COPPER,4.38650873,1125.0142,1306,-120.9115959,50.48762178,981,379,0,1,4,18,77,177,273,256,130,41,3,0,1,Regional,3,,238
00626GUIC,COUGAR LAKE,COUGAR(LAKE #2032),5.00058061,1436.4424,1172,-120.8441465,50.35703757,1074,403,0,1,5,24,93,192,288,275,146,47,4,0,1,Regional,3,,239
01441NICL,COURTNEY LAKE,COURTNEY(LAKE #2517),72.72070792,4540.5982,1006,-120.6011148,50.00466003,1168,431,1,1,7,31,107,209,293,292,166,55,5,1,2,Quality,3,01441NICL,240
01275BONP,CROWN LAKE,CROWN(LAKE #3034),7.59315427,1736.1232,808,-121.6949629,50.83450849,1532,412,0,1,11,53,169,278,374,362,209,69,5,0,1,Regional,3,01275BONP,241
00912GRNL,CRYSTAL LAKE,CRYSTAL(LAKE #6355),149.706741,7542.5935,1139,-120.7636251,51.45514494,1005,560,0,1,4,22,94,192,264,259,126,41,3,0,5,Regional,3,,242
00137DEAD,DAGGER LAKE,DAGGER(LAKE #76),39.15232358,4694.6036,1454,-120.4246924,51.16405569,793,568,0,1,2,13,68,155,216,211,96,29,2,0,2,Regional,3,,243
00668THOM,DAIRY LAKE,DAIRY(LAKE #77),25.15399631,3211.2359,1409,-120.6836601,50.62512476,946,426,0,1,3,17,80,178,256,248,124,37,3,0,2,Regional,3,,244
00226LNIC,DARDANELLES LAKE,DARDANELLES,48.61737676,5213.2991,1253,-120.1487397,50.36489777,986,485,0,1,4,20,81,176,266,259,132,42,3,0,1,Quality,3,,245
01615LNTH,,DEEP(LAKE #1120),3.60110196,808.7426,553,-120.3462626,50.79518704,1870,336,1,2,19,94,229,339,421,413,248,93,9,1,3,Family,3,,246
00019STHM,DENNIS LAKE,DENNIS,7.84079236,1129.0697,1193,-119.7973303,50.82763434,1170,575,0,1,4,26,109,216,304,300,161,43,4,1,1,Regional,3,00019STHM,247
00793THOM,DOMINIC LAKE,DOMINIC(LAKE #87),37.53537973,3300.3912,1538,-120.6800084,50.58545209,791,458,0,0,2,12,55,140,224,219,104,32,2,0,1,Regional,3,,248
00378DEAD,,DONUT,21.09105921,2434.9936,1448,-120.6017885,51.10936886,779,507,0,1,3,13,65,151,212,209,95,30,2,0,1,Regional,3,,249
00619GUIC,DOT LAKE,DOT(LAKE #2031),37.89210897,3818.5532,1423,-120.8861719,50.36600037,873,425,0,1,3,14,64,151,247,238,117,35,2,0,1,Regional,3,00619GUIC,250
01196STHM,DRUM LAKE,DRUM,10.26865278,1514.9666,1146,-119.8889025,50.34264506,1102,546,0,1,6,28,100,200,286,281,147,49,4,0,1,Regional,3,,251
00607THOM,DUFFY LAKE,DUFFY(LAKE #91),24.03135834,2575.2668,1187,-120.7077419,50.65354387,1142,380,0,1,5,27,110,218,295,285,151,46,3,0,1,Regional,3,,252
00632LNTH,DUM LAKE,DUM,5.41900056,1168.1409,1126,-120.2844619,51.44318472,1078,557,0,1,4,24,99,211,286,270,141,40,3,0,1,Quality,3,,253
01875CLWR,DUTCH LAKE,DUTCH,50.25346494,4270.514,407,-120.056245,51.65157098,1835,410,0,2,16,91,233,344,425,406,234,76,7,1,4,Regional,3,01875CLWR,254
00501LNTH,,DYTISCID(LAKE #799),2.05948506,660.7911,1270,-120.3991052,51.48269771,908,581,0,0,3,16,72,178,255,230,118,34,2,0,1,Regional,3,,255
00421STHM,EDITH LAKE,EDITH(LAKE #98),24.62490494,3712.6796,1025,-120.3502236,50.57131328,1319,382,0,1,7,39,139,249,333,322,172,52,4,1,2,Quality,3,,256
00995LNIC,EDNA LAKE,EDNA(LAKE # 2508),10.30725435,1668.2015,1250,-120.729779,50.01723978,979,579,0,1,4,21,79,167,259,259,142,44,4,0,2,Regional,3,,257
01598LNTH,EILEEN LAKE,EILEEN(LAKE #803),6.99016942,1378.3899,888,-119.9131721,50.79414809,1424,512,1,1,9,47,154,264,352,342,189,59,5,1,3,Regional,3,,258
00718UNTH,ELEANOR LAKE,ELEANOR(#805),8.3824788,1109.5501,677,-119.3003787,52.11133639,1471,930,2,5,21,56,168,275,355,338,186,54,9,3,3,Regional,3,,259
01120LNIC,ENGLISHMEN LAKE,ENGLISHMEN(LAKE #2509),3.06599514,1096.7062,1085,-120.7148809,49.95390615,1083,561,1,1,6,27,94,191,278,277,154,51,4,0,1,Quality,3,,260
00825STHM,ERNEST LAKE,ERNEST(LAKE #103),23.19746332,2526.8357,1195,-120.1071382,50.47403341,1064,483,0,1,5,25,94,193,279,276,143,44,4,0,1,Quality,3,,261
00118GUIC,FACE LAKE,FACE(MILE HIGH),61.78872647,6264.4944,1460,-120.6335665,50.54171986,820,443,0,1,3,13,60,151,234,221,104,32,2,0,1,Family,3,,262
00389DEAD,FATOX LAKE,FATOX,14.05673379,2272.5911,1138,-120.7835827,51.10986602,1040,458,0,1,4,24,99,202,271,264,131,41,3,0,1,Quality,3,,263
00208FRCN,FISHBLUE LAKE,FISHBLUE(BLUE),7.09665927,1377.8316,381,-121.4933384,49.99287016,2063,649,2,7,31,114,242,341,444,441,290,130,17,2,2,Regional,3,,264
01099SHUL,FLEMING LAKE,FLEMING(LAKE #4367),1.68921851,595.2273,581,-119.5046212,50.78058072,1744,559,1,2,14,76,205,319,410,395,229,82,10,1,1,Regional,3,,265
00534LNTH,EMAR LAKE,FLOAT(EMAR LAKE (D)),7.54125849,1323.7543,1230,-120.3738129,51.47465592,947,564,0,1,3,17,78,185,263,240,122,35,2,0,1,Quality,3,,266
01660CLWR,FOOT LAKE,FOOT(LAKE #810),3.73024506,957.2457,1059,-120.0694851,51.9193171,1127,700,2,4,13,36,111,213,291,275,138,36,6,2,2,Family,3,,267
00795ADMS,FOREST LAKE,FOREST(LAKE #667),22.16397218,3093.6088,596,-119.9584497,51.10275886,1746,494,1,2,14,77,207,325,408,396,230,78,7,1,1,Regional,3,,268
00001LNIC,FRED LAKE,FRED,16.41039341,1814.4392,1284,-120.4374159,50.47383423,998,440,0,1,4,21,85,185,272,262,127,38,3,0,1,Quality,3,,269
00896STHM,FRISKEN LAKE,FRISKEN(LAKE #116),31.78302362,2715.4068,1153,-120.1425252,50.46114729,1106,456,0,1,6,26,101,202,287,283,148,47,4,0,1,Quality,3,,270
00145LNIC,FROGMOORE LAKES,FROGMOORE(EAST FROGMOORE LAKE),44.69148458,4250.1365,1427,-120.5365995,50.39303064,840,472,0,1,3,13,60,150,242,227,110,33,2,0,1,Regional,3,,271
02100MAHD,,GAMMARUS(LAKE #815),9.67203185,1877.6494,1473,-120.4272433,51.53113653,746,646,0,0,2,11,54,141,213,198,97,29,2,0,1,Quality,3,,272
00901LNIC,GARCIA LAKE,GARCIA(LAKE #2510),18.25457946,1959.7178,1051,-120.66851,50.05917034,1158,469,1,1,7,30,106,205,293,291,167,53,5,1,5,No Objective,3,00901LNIC,273
01076LNTH,GENIER LAKES,GENIER(BIG GENIER LAKE),22.09202474,2900.5088,541,-120.1278614,51.23068212,1755,447,1,2,15,81,212,328,408,396,228,77,8,1,1,No Objective,3,,274
01165LNIC,GILLIS LAKE,GILLIS(LAKE #2172),19.01162418,2314.693,1155,-120.9592247,49.92375585,1046,734,1,1,5,24,84,179,275,274,152,48,4,1,1,Regional,3,,275
00119NICL,GLIMPSE LAKE,GLIMPSE(LAKE #2086),93.53346268,7315.0445,1173,-120.2743652,50.24638605,1069,434,0,1,5,25,91,190,284,275,145,47,4,0,1,Regional,3,,276
00565LNIC,GORDON LAKE,GORDON,26.57009482,3448.3599,1462,-120.9733955,50.26383865,879,435,0,1,3,15,65,149,244,243,121,36,3,0,1,Regional,3,,277
01081LNTH,GORMAN LAKE,GORMAN(LAKE #819),17.15784969,2463.7545,1162,-120.2611185,51.22478793,1079,567,0,1,4,24,112,204,280,273,138,39,3,0,1,Regional,3,,278
01849CLWR,GRIZZLY LAKES,GRIZZLY(ROAD FOUR),30.44178588,2775.2418,1382,-120.2335394,51.73011419,828,813,0,0,2,14,65,154,232,225,105,29,2,0,1,Quality,3,,279
00447GUIC,GUMP LAKE,GUMP,12.43770719,2221.6439,1346,-120.8756251,50.44921841,939,400,0,1,3,17,72,166,265,249,125,39,3,0,1,Quality,3,,280
00289SETN,GUN LAKE,GUN(BIG GUN),571.6526929,15599.764,883,-122.8733853,50.87550584,1298,604,1,1,7,38,135,236,319,306,186,62,6,1,5,Regional,3,,281
01017LNIC,GWEN LAKE,GWEN,21.13195824,2408.5197,1228,-120.7578597,50.00511579,992,583,0,1,3,21,81,170,262,261,144,44,4,0,1,Regional,3,,282
00642GUIC,GYPSUM LAKE,GYPSUM(LAKE #2033),14.01053814,2422.9584,1457,-120.8696814,50.34775192,857,419,0,1,3,14,61,147,243,235,115,34,2,0,1,Regional,3,00642GUIC,283
01584LNTH,HADLOW LAKE,HADLOW(LAKE #131),7.18869406,1096.8252,1241,-119.9795136,50.8032431,1123,571,0,1,4,25,103,209,294,291,149,42,3,0,1,Regional,3,,284
00782LNIC,HAMILTON LAKE,HAMILTON,25.08651413,3369.7503,1082,-120.6324344,50.09846922,1121,473,1,1,6,27,100,199,287,285,159,51,5,1,2,Family,3,,285
00722BONP,HAMMER LAKE,HAMMER(LAKE #5470),65.94512914,5862.5259,1271,-120.7054375,51.24277105,905,520,0,1,3,17,80,176,243,234,114,35,2,0,3,Regional,3,,286
01097LNIC,HARMON LAKE,HARMON(LAKE #2179),27.00154871,3177.9855,1112,-120.7006441,49.96951306,1064,548,1,1,6,26,91,186,274,273,152,50,4,1,1,Regional,3,,287
00072STHM,HARPER LAKE,HARPER(LAKE #4352),26.83275186,3348.4549,683,-119.713116,50.73800951,1659,470,1,2,13,67,190,304,395,381,223,76,8,1,4,Quality,3,,288
01445NICL,HATHEUME LAKE,HATHEUME(LAKE #4576),105.7491928,5756.9816,1412,-120.0466306,49.99192881,951,698,0,1,4,17,71,166,261,259,131,37,3,0,2,Trophy,3,01445NICL,289
00363LNTH,,HEATHER,8.52704291,1297.6996,1425,-120.4261121,51.52268072,774,644,0,0,2,12,57,147,220,203,101,30,2,0,1,Regional,3,,290
01542LNTH,HEFFLEY LAKE,HEFFLEY(LAKE #138),172.0379917,14418.8066,945,-120.0544896,50.83141535,1409,501,0,1,8,45,152,263,347,339,188,59,5,1,4,Regional,3,,291
00369LNTH,,HEIDI(HEIDI LAKE),6.37792661,1249.1533,1424,-120.4191844,51.52006897,781,639,0,0,2,12,57,148,222,205,102,30,2,0,1,Regional,3,,292
01893MAHD,,HERBY,1.47544033,616.2418,1235,-120.4843392,51.72055109,914,607,0,1,3,18,79,174,249,239,115,34,3,0,1,Regional,3,,293
01010SHUL,,HERMAN,2.70816537,766.4896,643,-119.1639347,50.91678381,1735,713,4,9,27,83,197,310,400,388,224,75,15,5,2,Regional,3,,294
01188BONP,HIHIUM LAKE,HIHIUM(HI HUIME),357.1771917,12638.7733,1367,-121.1152051,51.05416618,893,507,0,0,3,16,76,176,248,236,106,31,2,0,1,Regional,3,,296
00790STHM,HORSESHOE LAKE,HORSESHOE(LAKE #146),18.36321184,2677.0776,1113,-120.1691943,50.4800818,1161,442,0,1,6,29,109,215,298,293,155,49,4,0,6,Quality,3,,297
00601STHM,HOSLI LAKE,HOSLI('E'  LAKE),21.10487979,2402.6689,1177,-120.1451729,50.52335509,1120,455,0,1,5,27,103,206,291,287,149,46,4,0,1,Quality,3,00601STHM,298
01124BONP,,HUDSON BAY(LAKE #5022),30.45506951,2602.1387,1136,-121.0021219,51.10726189,1088,460,0,1,4,25,108,212,283,273,137,41,3,0,2,Quality,3,,299
00108STHM,IDA LAKE,IDA,3.12835254,860.2905,1037,-120.0249304,50.70051151,1318,476,0,1,7,37,134,244,335,325,176,53,4,1,1,Regional,3,,300
00070DEAD,,ISLAND,49.02639566,4252.4197,1418,-120.5855885,51.19129226,795,541,0,0,2,13,67,155,216,207,100,31,2,0,2,Trophy,3,,301
01855NICL,ISLAND LAKE,ISLAND(LAKE #2202),41.59993161,4002.2259,1498,-120.2936516,49.92581572,846,724,0,1,3,14,58,142,237,236,120,32,2,0,1,Unknown,3,,302
